#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="treeLikelihood" spec="beast.evolution.likelihood.TreeLikelihood">
#        <data filter="-" id="alignment" spec="beast.evolution.alignment.FilteredAlignment">
#        </data>
#        <tree id="tree" nTypes="15" spec="beast.evolution.tree.StructuredCoalescentMultiTypeTreeConcise">
#            <migrationModelUniform id="MigrationModelUniform" minDemes="10" spec="beast.evolution.tree.MigrationModelUniform">
#                <parameter id="RealParameter" name="rate">0.0036900369003690036</parameter>
#                <parameter id="RealParameter1" name="popSize">1.0</parameter>
#                <numDemes id="IntegerParameter" spec="beast.core.parameter.IntegerParameter">15</numDemes>
#            </migrationModelUniform>
#            <trait id="typeTraitSet" spec="beast.evolution.tree.TraitSetWithLimits" traitname="type" value="IP6b-54=IP6b,IP7-57=IP7,IP4b-44=IP4b,IP2c-7=IP2c,IP3c-46=IP3c,IP2b-6=IP2b,IP8-62=IP8,IP3b-43=IP3b,IP1b-4=IP1b,IP5-51=IP5,IP1b-3=IP1b">
#                <taxa alignment="@alignment" id="TaxonSet" spec="beast.evolution.alignment.TaxonSet"/>
#            </trait>
#            <trait id="timeTraitSet" spec="beast.evolution.tree.TraitSetWithLimits" traitname="date-forward" value="IP6b-54=54.0,IP7-57=57.0,IP2c-7=7.0,IP4b-44=44.0,IP1b-3=3.0,IP3c-46=46.0,IP8-62=62.0,IP2b-6=6.0,IP1b-4=4.0,IP5-51=51.0,IP3b-43=43.0">
#                <taxa alignment="@alignment" id="TaxonSet1" spec="beast.evolution.alignment.TaxonSet"/>
#            </trait>
#        </tree>
#        <siteModel id="siteModel" spec="beast.evolution.sitemodel.SiteModel">
#            <parameter id="mutationRate" name="mutationRate">1.0</parameter>
#            <substModel id="HKY" spec="beast.evolution.substitutionmodel.HKY">
#                <parameter id="hky.kappa" name="kappa">1.0</parameter>
#                <frequencies estimate="false" id="Frequencies" spec="beast.evolution.substitutionmodel.Frequencies">
#                    <parameter dimension="4" id="HKY.freq" name="frequencies">0.25 0.25 0.25 0.25</parameter>
#                </frequencies>
#            </substModel>
#        </siteModel>
#    </distribution>
#    <distribution id="treePrior" limitedLifespan="false" multiTypeTreeConcise="@tree" spec="multitypetreeVolz.distributions.StructuredCoalescentTreeDensityNew">
#        <migrationModelUniform id="migModel" minDemes="10" spec="beast.evolution.tree.MigrationModelUniform">
#            <parameter id="rate" name="rate">0.0036900369003690036</parameter>
#            <parameter id="popSize" name="popSize">1.0</parameter>
#            <numDemes id="numDemes" lower="10" spec="beast.core.parameter.IntegerParameter" upper="20">15</numDemes>
#            <trait id="startInfectionsTraitSet" spec="multitypetreeVolz.util.InfectionTraitSet" taxaDates="@timeTraitSet" taxaTypes="@typeTraitSet" traitname="date-forward" type="start" value="IP3b=23.0,IP6b=33.0,IP2b=-16.0,IP1b=-26.0,IP4b=19.0,IP8=43.0,IP7=35.0,IP5=-3.0,IP3c=25.0,IP2c=-9.0"/>
#            <trait id="endInfectionsTraitSet" spec="multitypetreeVolz.util.InfectionTraitSet" taxaDates="@timeTraitSet" taxaTypes="@typeTraitSet" traitname="date-forward" type="end" value="IP3b=46.0,IP6b=55.0,IP2b=9.0,IP1b=7.0,IP4b=47.0,IP8=63.0,IP7=58.0,IP5=52.0,IP3c=48.0,IP2c=10.0"/>
#        </migrationModelUniform>
#    </distribution>
#    <distribution id="parameterPriors" spec="beast.core.util.CompoundDistribution">
#        <distribution id="Prior" spec="beast.math.distributions.Prior" x="@mutationRate">
#            <distr id="LogNormalDistributionModel" spec="beast.math.distributions.LogNormalDistributionModel">
#                <parameter id="RealParameter2" lower="0.0" name="M" upper="0.0">-3.0</parameter>
#                <parameter id="RealParameter3" lower="0.0" name="S" upper="0.0">6.0</parameter>
#            </distr>
#        </distribution>
#        <distribution id="Prior1" spec="beast.math.distributions.Prior" x="@popSize">
#            <distr id="LogNormalDistributionModel1" spec="beast.math.distributions.LogNormalDistributionModel">
#                <parameter id="RealParameter4" lower="0.0" name="M" upper="0.0">0.0</parameter>
#                <parameter id="RealParameter5" lower="0.0" name="S" upper="0.0">6.0</parameter>
#            </distr>
#        </distribution>
#        <distribution id="Prior2" spec="beast.math.distributions.Prior" x="@rate">
#            <distr id="LogNormalDistributionModel2" spec="beast.math.distributions.LogNormalDistributionModel">
#                <parameter id="RealParameter6" lower="0.0" name="M" upper="0.0">-5.602118820879701</parameter>
#                <parameter id="RealParameter7" lower="0.0" name="S" upper="0.0">0.2</parameter>
#            </distr>
#        </distribution>
#        <distribution id="Prior3" spec="beast.math.distributions.Prior" x="@hky.kappa">
#            <distr id="LogNormalDistributionModel3" spec="beast.math.distributions.LogNormalDistributionModel">
#                <parameter id="RealParameter8" lower="0.0" name="M" upper="0.0">0.0</parameter>
#                <parameter id="RealParameter9" lower="0.0" name="S" upper="0.0">4.0</parameter>
#            </distr>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	treeLikelihood	migModel.popSize	migModel.rateMig	migModel.numPops	mutationRate	tree.height	HKY.freq1	HKY.freq2	HKY.freq3	HKY.freq4	hky.kappa
522000	-11576.244239193797	-11548.777553196478	0.9050746022783795	0.00329561	17	1.764151655465991E-5	65.55019742935453	0.24279972543322156	0.2795400052681984	0.25614051243477465	0.22151975686380537	14.621625454414348
524000	-11582.27841213734	-11552.268967498325	1.106004908738498	0.00275402	11	2.1495442706109334E-5	63.31465490050608	0.26647354617382973	0.2795400052681984	0.2507027592918198	0.20328368926615206	14.621625454414348
526000	-11585.392150463036	-11552.380802938002	3.9498073528926865	0.00301680	10	1.9271846979863864E-5	74.36754942508318	0.26647354617382973	0.2795400052681984	0.2507027592918198	0.20328368926615206	14.621625454414348
528000	-11586.204712530533	-11550.733249058067	5.604681438527022	0.00285675	10	1.395300660824212E-5	72.75997772511796	0.2588619615524347	0.2795400052681984	0.25831434391321484	0.20328368926615206	16.284996174062346
530000	-11573.001211698072	-11550.953092549007	0.19274849622718332	0.00317620	17	2.6560405183823854E-5	68.50227102369796	0.2588619615524347	0.2795400052681984	0.2579857462972335	0.2036122868821334	19.041985478017008
532000	-11576.443690597347	-11548.374101787145	1.0021931469748466	0.00426473	12	1.588042627441633E-5	67.60419551017391	0.2588619615524347	0.2795400052681984	0.2579857462972335	0.2036122868821334	13.935842075516838
534000	-11586.388060600448	-11549.76089261343	0.7137965996483058	0.00593222	11	2.0732512894346562E-5	66.87139243862727	0.2588619615524347	0.2795400052681984	0.2579857462972335	0.2036122868821334	13.935842075516838
536000	-11575.14179099363	-11550.854491881651	0.468325103292766	0.00369435	19	2.1030902075331483E-5	67.67407916852518	0.2588619615524347	0.28662158291901835	0.2509041686464135	0.2036122868821334	10.058136225937242
538000	-11573.724842218739	-11551.19337676438	0.4625878489892886	0.00304634	13	2.677559958194798E-5	67.45657218046561	0.24823432940017146	0.28662158291901835	0.2615318007986768	0.2036122868821334	10.058136225937242
540000	-11569.06649119944	-11549.286621386103	0.324814923711202	0.00329642	12	2.3641647272060013E-5	65.67015513432452	0.25115668218411635	0.2836992301350734	0.2615318007986768	0.2036122868821334	14.434321083102317
542000	-11573.188815755644	-11547.369994169972	0.6751645232912906	0.00351063	14	2.2521994764645257E-5	62.75128158904953	0.25115668218411635	0.2836992301350734	0.2615318007986768	0.2036122868821334	14.434321083102317
544000	-11574.607934909724	-11548.424351108331	0.28972252266851856	0.00344571	16	1.6750159217325106E-5	67.35442925880942	0.25115668218411635	0.2836992301350734	0.2615318007986768	0.2036122868821334	15.73027978385414
546000	-11573.261835130197	-11548.527547838185	0.45117077300432323	0.00354539	16	2.37339955616037E-5	67.90367918901845	0.25115668218411635	0.2836992301350734	0.2615318007986768	0.2036122868821334	15.73027978385414
548000	-11572.46939407794	-11547.950972662351	0.4237852802146468	0.00289931	14	2.328681462772988E-5	66.94065280130575	0.25115668218411635	0.2836992301350734	0.2615318007986768	0.2036122868821334	15.142883263484697
550000	-11583.703440742107	-11552.98460893042	1.1378766452042637	0.00361108	17	1.6280068596865797E-5	83.25205105438151	0.25115668218411635	0.2836992301350734	0.2615318007986768	0.2036122868821334	8.646855913931033
552000	-11580.616559981703	-11547.826688786092	2.3567899374360217	0.00349486	12	1.5336110391817022E-5	74.58923796192248	0.25561266796295185	0.2836992301350734	0.2570758150198413	0.2036122868821334	22.511493726863986
554000	-11587.699162250527	-11552.371732785085	3.6814330966814186	0.00296209	11	1.694987574913855E-5	76.56704868857983	0.2495849438954189	0.2795110999413268	0.2570758150198413	0.213828141143413	22.511493726863986
556000	-11581.395820580889	-11546.997009251872	2.4944906388532173	0.00371429	11	1.634781774571627E-5	75.85487986688216	0.2495849438954189	0.2795110999413268	0.2570758150198413	0.213828141143413	22.511493726863986
558000	-11580.663712083799	-11546.645536099239	2.6556973605518794	0.00383234	10	1.4000430095189843E-5	69.63864277973818	0.24623469855084304	0.2795110999413268	0.2570758150198413	0.21717838648798887	22.511493726863986
560000	-11581.513941033072	-11548.607968601513	1.098734669337421	0.00372096	14	1.5513673316175905E-5	78.28786549868863	0.24623469855084304	0.2795110999413268	0.2570758150198413	0.21717838648798887	22.511493726863986
562000	-11577.402429675525	-11550.105863243354	0.7643074023211266	0.00399018	14	2.639675197066147E-5	66.18477429014958	0.24623469855084304	0.2795110999413268	0.2570758150198413	0.21717838648798887	17.390415607567675
564000	-11576.96012525025	-11549.125660863545	0.8345992774070055	0.00381843	18	1.88705457241279E-5	68.50658505862879	0.24623469855084304	0.2795110999413268	0.2570758150198413	0.21717838648798887	19.35581414198345
566000	-11569.143312061717	-11546.355400328071	0.23748658532847866	0.00332680	19	2.8630132658954516E-5	62.019570337678964	0.24994262189252853	0.2795110999413268	0.2570758150198413	0.21347046314630339	12.51684574736827
568000	-11573.20179185772	-11546.831998767575	0.6807792973086894	0.00338687	14	1.8594297108796094E-5	66.45304591489196	0.24994262189252853	0.28689683012841094	0.2496900848327571	0.21347046314630339	14.487202873869723
570000	-11573.775655116664	-11548.39481108045	0.4649104443559442	0.00368321	14	1.610444591999455E-5	70.49617811051846	0.24994262189252853	0.28689683012841094	0.2496900848327571	0.21347046314630339	6.364976127614463
572000	-11578.98479148966	-11550.058910484462	0.5643731835456711	0.00419886	13	2.4820766575874057E-5	62.68687554409065	0.24994262189252853	0.28689683012841094	0.2580874514812686	0.20507309649779187	7.2882096266783885
574000	-11578.944833299769	-11549.559498381333	0.4696992668714711	0.00561891	15	1.608532417292345E-5	65.13886079247295	0.24994262189252853	0.28979325379252324	0.25129652644243483	0.2089675978725133	6.266707639087719
576000	-11577.46560914077	-11546.680838306354	1.2774832951196218	0.00315227	11	1.7853188137790455E-5	66.06329124417556	0.24994262189252853	0.28979325379252324	0.2551948003380113	0.20506932397693683	14.377665315086453
578000	-11583.021442577829	-11550.272833690602	1.13361511205064	0.00402840	20	1.203725670368411E-5	80.44127302002406	0.24994262189252853	0.28979325379252324	0.2551948003380113	0.20506932397693683	20.147393798244952
580000	-11575.425610253375	-11551.012316107945	0.5182362084608982	0.00481841	16	2.5781546534333865E-5	68.05698801193458	0.24994262189252853	0.27654557131408974	0.2551948003380113	0.21831700645537033	5.678431326160379
582000	-11580.140218282113	-11547.828291062535	1.3531556126989135	0.00310911	13	1.2580282951434906E-5	74.98122901215692	0.24994262189252853	0.27654557131408974	0.2551948003380113	0.21831700645537033	11.169769445050957
584000	-11576.265328291907	-11549.605719382509	0.6120420957362961	0.00342075	15	2.76871729303663E-5	66.46934222086928	0.24994262189252853	0.27654557131408974	0.2551948003380113	0.21831700645537033	11.169769445050957
586000	-11568.761566591285	-11545.991310610338	0.19320440093137084	0.00330521	18	2.4379415067926357E-5	65.05533877241304	0.2530518745303621	0.285773486601329	0.2524688252471708	0.208705813621138	12.310140176594123
588000	-11584.21046442017	-11551.487832555675	1.4047580302410163	0.00374821	15	1.4130843374640123E-5	83.22196252089381	0.2442029154741052	0.285773486601329	0.2524688252471708	0.2175547726773949	12.310140176594123
590000	-11573.807308335536	-11547.57208045798	0.8428718625792749	0.00388332	11	1.7075008222443707E-5	63.1434799366437	0.2442029154741052	0.285773486601329	0.2524688252471708	0.2175547726773949	13.9180108156826
592000	-11573.388861782209	-11548.610203024375	0.6134276499588934	0.00406042	14	2.768332400142843E-5	62.77068492981642	0.2442029154741052	0.285773486601329	0.2524688252471708	0.2175547726773949	16.57905939957721
594000	-11575.758022396025	-11551.020450972235	0.5070520524749844	0.00410493	14	2.0384414761339084E-5	66.45021087077915	0.24338471047811228	0.2976722499179536	0.2524688252471708	0.20647421435676322	16.57905939957721
596000	-11575.874935989395	-11550.269000659591	0.5560413020452201	0.00480788	16	2.66359532867149E-5	64.6810224037424	0.24338471047811228	0.2976722499179536	0.2524688252471708	0.20647421435676322	29.245588856703428
598000	-11581.664970079806	-11552.431816095785	0.43367937743470364	0.00374417	13	2.053416312866806E-5	63.35349961882254	0.2538260375227748	0.2976722499179536	0.2501100435096242	0.19839166904964733	20.5527166562222
600000	-11578.5452952721	-11553.45605528612	0.43508158939800007	0.00328622	14	3.0309741689209375E-5	67.86899120777065	0.2529550298988276	0.2976722499179536	0.25098105113357133	0.19839166904964733	10.845590349584798
602000	-11575.875535605535	-11554.935020517618	0.4373953982792328	0.00399615	12	1.835685833646923E-5	63.90949537894815	0.24121156587732356	0.2976722499179536	0.25098105113357133	0.2101351330711514	6.665682502816137
604000	-11585.303021335045	-11551.780955893575	0.7202216084994655	0.00680339	19	1.9811609883980216E-5	60.935713663658554	0.2490414667057	0.2976722499179536	0.2431511503051949	0.2101351330711514	11.093901309911173
606000	-11580.573950030754	-11556.891491247616	0.4823976087474817	0.00826257	17	1.7883831087078004E-5	73.34502269150954	0.2490414667057	0.2976722499179536	0.2431511503051949	0.2101351330711514	6.421160429763113
608000	-11581.750234409827	-11550.350163492514	0.7777695833047069	0.00662540	11	2.5955816043803825E-5	62.15999454286374	0.2490414667057	0.2938270465468533	0.24699635367629516	0.2101351330711514	6.421160429763113
610000	-11577.471850071648	-11549.037417278225	1.3249824059293704	0.00446251	10	1.7597169343864043E-5	64.91788023757849	0.2490414667057	0.2938270465468533	0.24699635367629516	0.2101351330711514	7.835740305455089
612000	-11574.432775035619	-11548.049929684425	1.063543576980844	0.00391718	10	2.5997900598491973E-5	64.72739790800479	0.2490414667057	0.2938270465468533	0.24699635367629516	0.2101351330711514	7.835740305455089
614000	-11576.926136686649	-11552.805072206895	0.8305366945914251	0.00442555	10	2.104976158893074E-5	72.3659928764707	0.2490414667057	0.29459367702614275	0.2462297231970057	0.2101351330711514	6.680987773001229
616000	-11576.228691024111	-11550.064706915337	0.7206088620258408	0.00352854	13	2.7797100916364107E-5	66.5388771359552	0.24566177343289744	0.27618166519030424	0.2646417350328442	0.21351482634395394	9.460487114235333
618000	-11577.682827844817	-11550.270088728385	0.7612258512680489	0.00318816	17	1.760182424686597E-5	78.4593043171114	0.24566177343289744	0.27618166519030424	0.2646417350328442	0.21351482634395394	9.460487114235333
620000	-11571.505859614985	-11547.66305855892	0.32925378884774736	0.00287797	17	2.379864940114037E-5	63.42984172288652	0.24909469645682572	0.28050163996936117	0.2603217602537873	0.21008190332002566	9.054441508206546
622000	-11576.3502766612	-11549.052355211554	0.7134460435265143	0.00385970	13	1.437062272246258E-5	70.2325628768473	0.24909469645682572	0.28050163996936117	0.2603217602537873	0.21008190332002566	9.054441508206546
624000	-11580.4692403079	-11549.346073935987	1.735946990479641	0.00542920	12	2.0952239220128012E-5	73.9708807765598	0.2587189935381563	0.2752259558696309	0.255973147272187	0.21008190332002566	9.054441508206546
626000	-11576.769413548627	-11550.377343976957	0.6096185790941209	0.00292335	20	1.7571488370864777E-5	65.72161824395121	0.24673671271185726	0.2742968272105804	0.255973147272187	0.22299331280537518	19.516395140723336
628000	-11574.519270757495	-11548.876040457517	0.6464874916202317	0.00422670	13	2.0316206464723112E-5	65.13727616697616	0.24673671271185726	0.2742968272105804	0.255973147272187	0.22299331280537518	19.516395140723336
630000	-11585.829590894074	-11554.336948810529	1.6632041819562826	0.00327014	11	3.0443003950472948E-5	72.10488992450065	0.24673671271185726	0.2742968272105804	0.255973147272187	0.22299331280537518	58.070421369308875
632000	-11578.966653569003	-11551.171785069213	0.4314691272961268	0.00251390	13	1.2990892193243568E-5	67.3406047415467	0.24672649804880795	0.2742968272105804	0.255973147272187	0.2230035274684245	23.88096281461552
634000	-11576.558914756606	-11551.931301348031	0.6025897021804834	0.00320559	11	2.1917250517221412E-5	66.56226541286088	0.2629228771841108	0.2742968272105804	0.2532579067566512	0.20952238884865743	19.388423485119056
636000	-11580.735521987286	-11553.748548011074	0.7178264604161864	0.00453684	15	2.7369136413341013E-5	65.4906002796491	0.2480844497965994	0.2742968272105804	0.2532579067566512	0.2243608162361688	11.56275551123022
638000	-11578.869515346325	-11551.727169567754	0.8172273053346818	0.00319115	14	1.9016761597110222E-5	65.07979933962385	0.24837867460687155	0.27400260240030827	0.2532579067566512	0.2243608162361688	12.47778021315017
640000	-11579.35802760437	-11549.591828763138	0.796616950928912	0.00462721	13	1.673116071301081E-5	64.74444994076062	0.24732969680048214	0.27400260240030827	0.2532579067566512	0.2254097940425582	17.408880819682892
642000	-11580.345132405075	-11552.230912166036	0.850247639654877	0.00304628	14	1.402280062887959E-5	71.9575890021517	0.24732969680048214	0.27400260240030827	0.2532579067566512	0.2254097940425582	5.045513673401398
644000	-11581.283328932599	-11551.805133432063	0.8383741055466437	0.00883304	14	1.7911658969993944E-5	65.70690775934754	0.23927527532137932	0.29633282145037465	0.2548756685629532	0.2095162346652927	5.738375710458013
646000	-11583.347416749744	-11553.720959862303	1.0718580802345572	0.00279953	13	1.598805022017677E-5	74.73289105088628	0.23927527532137932	0.29633282145037465	0.2548756685629532	0.2095162346652927	5.738375710458013
648000	-11581.538284633425	-11553.242860399758	1.2363069540867528	0.00272094	10	2.3211613795495457E-5	75.25148755244264	0.23927527532137932	0.2889621077503623	0.2548756685629532	0.21688694836530506	5.738375710458013
650000	-11585.848520123864	-11553.430571250005	1.0722181609166896	0.00418070	19	2.089737041700306E-5	70.15260531021083	0.23927527532137932	0.2938986882490034	0.2548756685629532	0.21195036786666396	20.074725158415724
652000	-11581.972418738138	-11549.84961307869	1.425417969567272	0.00302763	16	3.183034607728794E-5	69.29573625427797	0.2546869209445942	0.27875924410157477	0.25460346708716686	0.21195036786666396	21.186217351260332
654000	-11570.668306949232	-11549.212143164255	0.4069268577037328	0.00434472	12	2.1688026871766788E-5	62.125271451599104	0.2546869209445942	0.27875924410157477	0.25460346708716686	0.21195036786666396	5.472793580801379
656000	-11576.53327398977	-11547.350259739927	1.0085223470851552	0.00391256	17	1.9948882595366034E-5	67.30848211221604	0.2546869209445942	0.27875924410157477	0.2539938053157472	0.2125600296380836	11.79141874107109
658000	-11571.359029538027	-11546.900386320269	0.41746307261527743	0.00352659	13	2.047318068931542E-5	67.19429287970877	0.2546869209445942	0.27875924410157477	0.2539938053157472	0.2125600296380836	15.442091494344972
660000	-11583.730932368177	-11553.282115058004	2.116732597368672	0.00337275	10	1.4197467511398441E-5	77.7721398874477	0.2546869209445942	0.29139999398831123	0.24135305542901073	0.2125600296380836	7.778640566491601
662000	-11577.763651772591	-11546.748359876421	1.130263477742817	0.00507658	16	1.8231509801437636E-5	67.22870919169839	0.2546869209445942	0.28177804205469525	0.2509750073626267	0.2125600296380836	13.582902339245104
664000	-11575.563296564425	-11546.330527344884	0.9372416021778569	0.00282553	13	1.9536962381119394E-5	68.17187583007113	0.24960899222238817	0.28781860874077103	0.25001236939875693	0.2125600296380836	20.693847792677637
666000	-11576.819598324848	-11547.38532666005	1.8297545816747354	0.00393157	11	1.614053098728895E-5	75.74440426481479	0.24960899222238817	0.28781860874077103	0.25001236939875693	0.2125600296380836	20.693847792677637
668000	-11576.175463253569	-11546.717862394555	0.8960614721681741	0.00348554	16	1.7163827828123245E-5	73.68012750970017	0.2498700561514456	0.28590048427190934	0.24899879900699845	0.2152306605696463	12.395442869579368
670000	-11576.039404607352	-11548.080837378153	0.46326658565749174	0.00370035	14	2.8376063465409056E-5	71.2121725789558	0.2498700561514456	0.28590048427190934	0.24899879900699845	0.2152306605696463	12.395442869579368
672000	-11585.00773913394	-11559.504443299564	0.5922239018008542	0.00455146	17	9.489489726248396E-6	77.71213025466841	0.2498700561514456	0.28590048427190934	0.2442099763661062	0.22001948321053855	12.395442869579368
674000	-11573.922988618055	-11552.43619004903	0.22083856250476944	0.00473651	15	3.1169083808142486E-5	68.78281888830058	0.2498700561514456	0.293157639194787	0.2442099763661062	0.21276232828766092	13.913221732782802
676000	-11573.159529104285	-11547.79791374723	0.3797290521953097	0.00308662	17	2.2969152161572987E-5	66.58965890616072	0.2498700561514456	0.293157639194787	0.2442099763661062	0.21276232828766092	15.17352646662016
678000	-11572.123884612636	-11550.46753783267	0.28208819225097453	0.00334392	17	1.8370651487001264E-5	66.59529278022778	0.2498700561514456	0.2731191650499841	0.26424845051090906	0.21276232828766092	27.18622405578297
680000	-11578.58877945246	-11548.920892848	0.6628389580067722	0.00379577	19	1.787870816919361E-5	70.68403162244813	0.2498700561514456	0.2731191650499841	0.26424845051090906	0.21276232828766092	12.241601452480547
682000	-11575.587252102165	-11549.056320935328	0.6590954454992015	0.00496254	14	2.4598000554821347E-5	67.82092762739333	0.2516981817810677	0.2712910394203621	0.26424845051090906	0.21276232828766092	14.036687645456478
684000	-11576.142690559047	-11551.232031443942	0.6985361678910833	0.00422517	12	2.0754557733960837E-5	65.21843597007813	0.2516981817810677	0.2712910394203621	0.26424845051090906	0.21276232828766092	46.648347148664236
686000	-11586.854867142045	-11552.474249108336	1.4304741528307732	0.00445003	19	1.3757621760647644E-5	70.16650182553474	0.2516981817810677	0.2712910394203621	0.26424845051090906	0.21276232828766092	46.648347148664236
688000	-11577.504163029891	-11550.30519270443	0.5215197051304136	0.00505442	12	1.7736616224802828E-5	64.46918574130378	0.25606753937216414	0.2712910394203621	0.2598790929198126	0.21276232828766092	19.613547462111523
690000	-11580.682123835315	-11551.008600640424	0.5587520615342648	0.00439498	18	2.6445343173249226E-5	65.6012319329739	0.25745862495719957	0.27120039387649325	0.2598790929198126	0.21146188824649434	18.179375349781303
692000	-11575.3419560405	-11550.144607419954	0.20024470664716848	0.00252390	18	2.707177590250168E-5	60.8251699993443	0.25745862495719957	0.27120039387649325	0.2598790929198126	0.21146188824649434	23.425029297890262
694000	-11574.531862423824	-11549.263976316623	0.22203787284776688	0.00214884	20	2.414971115139982E-5	62.572384080978715	0.2416515799963809	0.28700743883731195	0.2598790929198126	0.21146188824649434	36.156312996227015
696000	-11575.161610756275	-11546.936057955156	0.5960788347438344	0.00418054	19	2.1281873775017098E-5	66.71434157940563	0.2416515799963809	0.28700743883731195	0.2598790929198126	0.21146188824649434	36.156312996227015
698000	-11579.198547096732	-11552.268953619645	0.5793655554609181	0.00293023	17	1.8638254323647676E-5	65.66402177000604	0.2416515799963809	0.28700743883731195	0.2598790929198126	0.21146188824649434	36.156312996227015
700000	-11577.572538215747	-11552.714114181394	0.23784418801901408	0.00360118	17	3.631727446884179E-5	61.633196977449984	0.2416515799963809	0.28700743883731195	0.2598790929198126	0.21146188824649434	42.95371009949033
702000	-11575.546219483873	-11549.516101474792	0.3198554089373578	0.00372100	19	2.2028172411595824E-5	70.28897911033053	0.2416515799963809	0.28700743883731195	0.2545093818572362	0.21683159930907075	17.640297548093603
704000	-11580.344668911004	-11549.317023409889	0.42570849049842213	0.00499571	19	1.8077487200164394E-5	73.02045582342099	0.2416515799963809	0.28700743883731195	0.2545093818572362	0.21683159930907075	17.640297548093603
706000	-11573.220978326906	-11547.135668915	0.31926909657756947	0.00555890	12	2.1992938568806115E-5	62.875002338989916	0.2416515799963809	0.28700743883731195	0.2545093818572362	0.21683159930907075	17.640297548093603
708000	-11577.005869171107	-11546.636100881315	1.2074642455065039	0.00385378	12	2.291174662721813E-5	65.40497625892579	0.24242580472475128	0.28698754380352454	0.25375505216265326	0.21683159930907075	17.640297548093603
710000	-11580.546592252089	-11550.282062150975	0.9467700695242653	0.00463479	19	1.6128290232720173E-5	66.99970258927824	0.24242580472475128	0.2851471402478902	0.2555954557182876	0.21683159930907075	8.472338158067355
712000	-11588.40344297668	-11555.018644463538	3.3794911313651896	0.00477296	11	2.717631030043291E-5	70.0949484177052	0.24242580472475128	0.2913418635681604	0.2494007323980174	0.21683159930907075	8.472338158067355
714000	-11579.087594147632	-11548.681652746493	1.920821925721867	0.00461394	12	1.6347591962555845E-5	65.22511774812381	0.25020830595279414	0.2762546307875153	0.2559848601605802	0.21755220309911025	8.472338158067355
716000	-11573.80001329895	-11546.222135161022	0.40463731071154396	0.00427713	14	2.4887637564211428E-5	64.37814099588367	0.25020830595279414	0.2851827778437793	0.2559848601605802	0.20862405604284623	8.422761219200547
718000	-11578.021507394495	-11549.245503483842	1.3138391214282563	0.00366380	11	1.451088156144774E-5	67.85582773381905	0.25020830595279414	0.2851827778437793	0.2559848601605802	0.20862405604284623	4.988940358832683
720000	-11574.910850930644	-11547.071450080428	1.1980921401585445	0.00314369	13	1.619959716719126E-5	65.99419180233258	0.25020830595279414	0.2851827778437793	0.2559848601605802	0.20862405604284623	9.490185015150947
722000	-11578.508136249804	-11549.314602904411	1.1281454160520723	0.00349355	15	2.2596596168225076E-5	79.19041261524053	0.25020830595279414	0.2851827778437793	0.2559848601605802	0.20862405604284623	13.492977360259577
724000	-11574.540997192116	-11550.57509592946	0.4602018352065433	0.00419209	15	2.8773005422578385E-5	71.4497776383101	0.25020830595279414	0.2851827778437793	0.2559848601605802	0.20862405604284623	33.56773436664439
726000	-11571.437509360214	-11548.516547346211	0.15690839210627264	0.00260906	15	3.073438923647953E-5	67.13477227702285	0.25020830595279414	0.2851827778437793	0.2566118124575447	0.20799710374588173	56.77788890296387
728000	-11581.421405833213	-11549.720981818791	0.7463447378358713	0.00261345	17	2.000006885131372E-5	80.40541430776507	0.25020830595279414	0.2851827778437793	0.2566118124575447	0.20799710374588173	34.08649255354689
730000	-11578.73201407999	-11546.394891886232	1.5373186944510846	0.00414081	15	2.17976256264848E-5	70.56542276466071	0.25226611986612757	0.2831249639304459	0.2566118124575447	0.20799710374588173	14.491043881465341
732000	-11571.985767150936	-11543.977578819507	0.953742820645948	0.00385761	12	2.1457407869512197E-5	63.52231104714924	0.25226611986612757	0.28222855847811623	0.2575082179098744	0.20799710374588173	14.491043881465341
734000	-11580.403813462079	-11548.596440242978	1.1649531284010177	0.00321065	19	1.5370305973322535E-5	74.01109386753251	0.25226611986612757	0.27861459612999306	0.26112218025799755	0.20799710374588173	17.66057204466586
736000	-11570.77378799343	-11551.789943285989	0.13829609500613996	0.00296080	19	2.931223939644772E-5	66.8927967286458	0.25226611986612757	0.27861459612999306	0.26112218025799755	0.20799710374588173	17.66057204466586
738000	-11569.235651078341	-11546.70938488832	0.4704333701538776	0.00418958	14	2.268570416378235E-5	63.69915057319882	0.25226611986612757	0.27861459612999306	0.26112218025799755	0.20799710374588173	11.555052910949131
740000	-11578.892046642266	-11545.138034429694	3.701432669822467	0.00323390	10	2.581068503311084E-5	64.26331480410695	0.25226611986612757	0.27861459612999306	0.26112218025799755	0.20799710374588173	11.555052910949131
742000	-11578.489928460103	-11547.921813140783	0.7959075114658066	0.00362909	10	1.7938262066194815E-5	61.63270544504121	0.25226611986612757	0.27861459612999306	0.26052399265877535	0.20859529134510396	11.555052910949131
744000	-11578.910883482207	-11549.730813588949	0.8672761345036125	0.00407791	14	2.8122064159394322E-5	62.70088777729092	0.25226611986612757	0.27861459612999306	0.26052399265877535	0.20859529134510396	11.555052910949131
